timestamp,source,command,duration_ms,success,internal_latency_us
2025-12-23T06:49:05.467Z,WebApp,start,67.16,True,497
2025-12-23T06:49:06.511Z,WebApp,start,63.71,True,479
2025-12-23T06:49:07.553Z,WebApp,start,92.15,True,985
2025-12-23T06:49:08.583Z,WebApp,start,63.70,True,893
2025-12-23T06:49:09.996Z,WebApp,start,40.54,True,4913
2025-12-23T06:49:11.865Z,WebApp,start,147.15,True,499
2025-12-23T06:49:18.364Z,WebApp,start,48.42,True,501
2025-12-23T06:49:19.403Z,WebApp,start,87.28,True,119
2025-12-23T06:49:20.539Z,WebApp,start,134.08,True,496
2025-12-23T06:49:25.689Z,WebApp,start,166.07,True,473
2025-12-23T06:49:26.687Z,WebApp,start,85.61,True,485
2025-12-23T06:49:29.133Z,WebApp,start,327.86,True,704
2025-12-23T06:49:36.220Z,WebApp,start,193.75,True,456
2025-12-23T06:49:38.976Z,WebApp,start,79.81,True,918
2025-12-23T06:49:40.547Z,WebApp,start,100.79,True,494
