timestamp,source,command,duration_ms,success,internal_latency_us
2025-12-24T09:14:23.222Z,WebApp,emergency,1011.40,False
2025-12-24T09:14:23.875Z,WebApp,reset,1010.78,False
2025-12-24T09:14:24.992Z,WebApp,emergency,1014.94,False
2025-12-24T09:14:25.923Z,WebApp,emergency,1002.22,False
2025-12-24T09:14:26.564Z,WebApp,emergency,1013.71,False
2025-12-24T09:14:26.888Z,WebApp,emergency,1007.83,False
2025-12-24T09:14:27.353Z,WebApp,reset,1002.34,False
2025-12-24T09:14:28.718Z,WebApp,emergency,1006.08,False
2025-12-24T09:14:29.074Z,WebApp,reset,1002.64,False
2025-12-24T09:14:29.477Z,WebApp,emergency,1017.30,False
2025-12-24T09:14:30.001Z,WebApp,emergency,1011.94,False
2025-12-24T09:14:31.087Z,WebApp,reset,1005.79,False
2025-12-24T09:14:31.752Z,WebApp,emergency,1011.72,False
2025-12-24T09:14:36.979Z,WebApp,emergency,1011.10,False
2025-12-24T09:14:37.792Z,WebApp,reset,1004.67,False
2025-12-24T09:14:38.537Z,WebApp,emergency,1014.80,False
2025-12-30T05:03:55.245Z,WebApp,start,1014.19,False
2025-12-30T05:03:55.960Z,WebApp,start,1008.24,False
2025-12-30T05:03:56.455Z,WebApp,stop,1007.21,False
2025-12-30T05:03:56.956Z,WebApp,start,1014.39,False
2025-12-30T05:03:57.160Z,WebApp,start,1016.77,False
2025-12-30T05:03:57.567Z,WebApp,emergency,1004.25,False
2025-12-30T05:03:58.312Z,WebApp,reset,1016.11,False
2025-12-30T05:03:58.902Z,WebApp,start,1016.37,False
2025-12-30T05:03:59.102Z,WebApp,start,1013.92,False
2025-12-30T05:03:59.303Z,WebApp,start,1015.08,False
2025-12-30T05:03:59.646Z,WebApp,start,1007.30,False
2025-12-30T05:04:26.332Z,WebApp,start,1013.13,False
2025-12-30T05:04:26.644Z,WebApp,start,1018.07,False
2025-12-30T05:14:52.492Z,WebApp,start,1006.39,False
2025-12-30T05:14:58.899Z,WebApp,start,1010.77,False
2025-12-30T05:14:59.503Z,WebApp,start,1014.01,False
2025-12-30T05:14:59.765Z,WebApp,start,1012.97,False
2025-12-30T05:15:00.016Z,WebApp,start,1003.71,False
2025-12-30T05:15:09.981Z,WebApp,start,1013.04,False
2025-12-30T05:15:10.185Z,WebApp,start,1011.57,False
2025-12-30T05:15:10.405Z,WebApp,start,1005.43,False
2025-12-30T05:15:10.702Z,WebApp,start,1020.64,False
2025-12-30T05:16:57.218Z,WebApp,start,53.74,True
2025-12-30T05:16:58.150Z,WebApp,stop,31.68,True
2025-12-30T05:16:59.288Z,WebApp,emergency,28.73,True
2025-12-30T05:17:02.454Z,WebApp,reset,39.57,True
2025-12-30T05:17:04.213Z,WebApp,emergency,52.44,True
2025-12-30T05:17:04.819Z,WebApp,reset,66.64,True
2025-12-30T05:17:13.553Z,WebApp,start,261.97,True
2025-12-30T05:17:14.253Z,WebApp,stop,39.65,True
2025-12-30T05:17:17.194Z,WebApp,emergency,33.88,True
2025-12-30T05:17:18.015Z,WebApp,reset,36.74,True
2025-12-30T05:17:22.415Z,WebApp,start,23.54,True
2025-12-30T05:17:22.830Z,WebApp,start,29.93,True
2025-12-30T05:17:23.324Z,WebApp,stop,72.31,True
2025-12-30T05:17:24.254Z,WebApp,emergency,76.24,True
2025-12-30T05:17:25.422Z,WebApp,reset,25.62,True
2025-12-30T05:41:36.011Z,WebApp,start,58.24,True
2025-12-30T05:41:36.941Z,WebApp,stop,33.68,True
2025-12-30T05:41:40.963Z,WebApp,emergency,24.96,True
2025-12-30T05:41:42.705Z,WebApp,reset,41.15,True
2025-12-30T05:42:46.249Z,WebApp,start,68.47,True
2025-12-30T05:42:46.970Z,WebApp,emergency,103.46,True
2025-12-30T05:42:47.691Z,WebApp,reset,45.74,True
2025-12-30T05:42:49.973Z,WebApp,emergency,90.86,True
2025-12-30T05:42:50.791Z,WebApp,reset,61.42,True
2025-12-30T05:42:53.012Z,WebApp,start,123.52,True
2025-12-30T05:42:54.158Z,WebApp,emergency,40.11,True
2025-12-30T05:42:54.868Z,WebApp,reset,83.18,True
2025-12-30T05:42:55.980Z,WebApp,start,29.78,True
2025-12-30T05:42:56.907Z,WebApp,emergency,46.10,True
2025-12-30T05:42:57.594Z,WebApp,reset,44.40,True
2025-12-30T05:42:59.563Z,WebApp,emergency,61.83,True
2025-12-30T05:43:00.286Z,WebApp,reset,18.01,True
2025-12-30T05:43:01.100Z,WebApp,start,43.88,True
2025-12-30T05:43:01.756Z,WebApp,emergency,30.91,True
2025-12-30T05:43:02.460Z,WebApp,reset,33.40,True
2025-12-30T05:43:03.262Z,WebApp,start,45.81,True
2025-12-30T05:43:03.804Z,WebApp,emergency,29.35,True
2025-12-30T05:43:04.471Z,WebApp,reset,21.06,True
2025-12-30T05:43:05.072Z,WebApp,start,51.34,True
2025-12-30T05:43:05.586Z,WebApp,emergency,47.98,True
2025-12-30T05:43:06.112Z,WebApp,reset,16.23,True
2025-12-30T05:46:45.182Z,WebApp,emergency,96.14,True
2025-12-30T05:46:45.792Z,WebApp,reset,44.94,True
2025-12-30T05:46:49.354Z,WebApp,start,125.93,True
2025-12-30T05:46:53.661Z,WebApp,emergency,116.30,True
2025-12-30T05:46:58.476Z,WebApp,emergency,107.08,True
2025-12-30T05:46:59.635Z,WebApp,emergency,394.29,True
2025-12-30T05:49:06.060Z,WebApp,emergency,18.62,True
2025-12-30T05:49:07.085Z,WebApp,reset,17.59,True
2025-12-30T05:49:12.185Z,WebApp,start,26.34,True
2025-12-30T05:49:23.899Z,WebApp,emergency,18.72,True
2025-12-30T05:49:26.461Z,WebApp,reset,19.09,True
2025-12-30T05:49:28.587Z,WebApp,start,34.41,True
2025-12-30T05:49:58.069Z,WebApp,emergency,18.01,True
2025-12-30T05:49:59.841Z,WebApp,reset,37.97,True
2025-12-30T05:50:07.334Z,WebApp,start,16.09,True
2025-12-30T05:50:11.891Z,WebApp,emergency,51.95,True
2025-12-30T05:50:13.662Z,WebApp,reset,23.56,True
2025-12-30T05:50:16.082Z,WebApp,emergency,33.21,True
2025-12-30T05:50:18.844Z,WebApp,reset,46.64,True
2025-12-30T05:50:21.402Z,WebApp,emergency,54.22,True
2025-12-30T05:50:22.315Z,WebApp,reset,104.09,True
2025-12-30T05:50:23.370Z,WebApp,emergency,56.90,True
2025-12-30T05:50:24.276Z,WebApp,reset,71.57,True
2025-12-30T05:50:25.422Z,WebApp,emergency,69.29,True
2025-12-30T05:50:26.833Z,WebApp,reset,62.22,True
2025-12-30T05:50:30.630Z,WebApp,emergency,51.98,True
2025-12-30T05:50:31.910Z,WebApp,reset,96.21,True
2025-12-30T05:50:32.725Z,WebApp,emergency,32.38,True
2025-12-30T05:50:33.121Z,WebApp,emergency,68.93,True
2025-12-30T05:50:33.482Z,WebApp,reset,48.11,True
2025-12-30T05:50:34.013Z,WebApp,emergency,51.04,True
2025-12-30T05:50:34.565Z,WebApp,emergency,51.59,True
2025-12-30T05:50:35.023Z,WebApp,emergency,50.92,True
2025-12-30T05:50:35.349Z,WebApp,reset,22.04,True
2025-12-30T05:50:35.681Z,WebApp,emergency,32.08,True
2025-12-30T05:50:36.377Z,WebApp,reset,56.28,True
